car,price,body,mileage,engType,registration,year,years since
Land Rover,52900,crossover,25,Petrol,yes,2012,4
Suzuki,12000,hatch,87,Gas,yes,2011,5
Peugeot,19500,crossover,90,Diesel,yes,2014,2
Audi,21800,vagon,172,Diesel,yes,2011,5
BMW,4200,sedan,277,Petrol,yes,1991,25
Peugeot,6400,hatch,198,Gas,yes,2008,8
Audi,0,sedan,62,Petrol,yes,2013,3
Hyundai,12650,other,55,Diesel,yes,2013,3
BMW,10800,sedan,288,Gas,yes,2002,14
Porsche,49999,crossover,65,Petrol,yes,2012,4
Land Rover,43999,crossover,56,Diesel,yes,2013,3
Chevrolet,5650,sedan,140,Petrol,yes,2006,10
Mazda,6700,other,123,Petrol,yes,2009,7
BMW,7000,sedan,280,Petrol,yes,2001,15
Subaru,12700,crossover,130,Gas,yes,2007,9
Mercedes-Benz,7450,sedan,219,Petrol,yes,2000,16
Toyota,10500,sedan,82,Petrol,yes,2010,6
Toyota,28900,crossover,83,Petrol,yes,2012,4
Toyota,10500,sedan,124,Petrol,yes,2008,8
Audi,7500,vagon,240,Petrol,yes,2002,14
BMW,2250,sedan,350,Diesel,yes,1998,18
Toyota,14100,hatch,67,Petrol,yes,2012,4
Infiniti,14200,crossover,129,Petrol,yes,2004,12
Toyota,13300,sedan,158,Gas,yes,2009,7
Mercedes-Benz,11200,other,198,Petrol,yes,2004,12
Mercedes-Benz,11200,sedan,198,Petrol,yes,2004,12
BMW,3900,sedan,380,Gas,yes,1989,27
Infiniti,13200,crossover,160,Petrol,yes,2003,13
Mitsubishi,4999,sedan,60,Petrol,yes,2007,9
Mazda,12850,crossover,125,Other,yes,2009,7
Toyota,18900,crossover,161,Gas,yes,2005,11
Subaru,19900,vagon,118,Petrol,yes,2013,3
Volkswagen,0,sedan,381,Diesel,yes,2000,16
Land Rover,22999,crossover,167,Gas,yes,2006,10
Ford,6500,hatch,97,Petrol,yes,2008,8
Honda,11000,sedan,142,Petrol,yes,2008,8
Skoda,8699,hatch,122,Petrol,yes,2009,7
BMW,10000,sedan,274,Gas,yes,1998,18
BMW,2600,sedan,270,Diesel,no,1998,18
BMW,4500,sedan,140,Diesel,no,2000,16
Mitsubishi,12800,crossover,153,Gas,yes,2011,5
Audi,30999,sedan,108,Diesel,yes,2013,3
ZAZ,6500,hatch,1,Petrol,yes,2015,1
Skoda,19200,sedan,60,Petrol,yes,2015,1
BMW,1700,sedan,200,Diesel,no,2003,13
BMW,50499,sedan,128,Diesel,yes,2013,3
BMW,18500,sedan,79,Diesel,no,2012,4
Audi,90999,sedan,4,Diesel,yes,2015,1
Audi,85555,sedan,40,Diesel,yes,2015,1
Volkswagen,14899,van,158,Diesel,yes,2012,4
Audi,2500,vagon,300,Diesel,no,2002,14
Toyota,23200,crossover,160,Petrol,yes,2008,8
Volkswagen,2600,sedan,330,Petrol,no,1999,17
Subaru,10700,vagon,120,Petrol,yes,2006,10
Mazda,11800,crossover,165,Petrol,yes,2008,8
Hyundai,13400,crossover,157,Gas,yes,2006,10
Honda,15000,sedan,129,Gas,yes,2010,6
Chevrolet,5444,sedan,120,Gas,yes,2007,9
Volkswagen,28500,other,38,Diesel,yes,2015,1
BMW,3500,sedan,300,Diesel,no,1999,17
Ford,8900,sedan,15,Petrol,yes,1988,28
Toyota,30990,crossover,68,Gas,yes,2012,4
Honda,12200,sedan,185,Gas,yes,2008,8
Mercedes-Benz,199999,crossover,0,Petrol,yes,2016,0
Toyota,18600,hatch,73,Petrol,yes,2013,3
Mercedes-Benz,109999,van,0,Diesel,yes,2016,0
Hyundai,21700,crossover,63,Diesel,yes,2012,4
Skoda,0,vagon,98,Diesel,yes,2012,4
Honda,18900,crossover,88,Petrol,yes,2011,5
Toyota,17900,crossover,133,Gas,yes,2007,9
Honda,13000,sedan,116,Petrol,yes,2007,9
Nissan,2100,sedan,380,Gas,yes,1991,25
BMW,12000,sedan,237,Diesel,yes,2003,13
Hyundai,26900,crossover,59,Petrol,yes,2013,3
Hyundai,18300,hatch,0,Petrol,yes,2016,0
Volkswagen,9800,other,117,Diesel,yes,2014,2
Peugeot,3900,van,220,Diesel,yes,2007,9
BMW,19990,sedan,1,Diesel,yes,2008,8
Jeep,27500,crossover,93,Petrol,yes,2007,9
Volkswagen,11900,other,112,Diesel,yes,2011,5
Lexus,14500,crossover,223,Petrol,yes,2003,13
Land Rover,25300,crossover,127,Diesel,yes,2007,9
Nissan,7600,sedan,178,Gas,yes,2004,12
BMW,3500,sedan,185,Diesel,no,2002,14
BMW,9700,sedan,267,Diesel,yes,2002,14
Chevrolet,4100,sedan,208,Gas,yes,2004,12
Peugeot,28000,other,32,Petrol,yes,2013,3
Mitsubishi,7700,sedan,135,Gas,yes,2007,9
Fiat,12500,van,92,Gas,yes,2013,3
Opel,3250,sedan,140,Petrol,yes,1996,20
Subaru,6200,sedan,230,Petrol,yes,2003,13
BMW,2500,sedan,290,Diesel,no,1999,17
Infiniti,36900,crossover,82,Diesel,yes,2012,4
Toyota,16200,crossover,219,Petrol,yes,2006,10
Hyundai,12500,crossover,134,Gas,yes,2007,9
Opel,3950,hatch,10,Gas,yes,1992,24
Fiat,7200,vagon,107,Diesel,yes,2008,8
Opel,8900,hatch,160,Petrol,yes,2011,5
ZAZ,1150,hatch,49,Other,yes,2002,14
Mercedes-Benz,6800,sedan,286,Other,yes,2000,16
Renault,8300,van,141,Diesel,yes,2011,5
Mercedes-Benz,16800,van,116,Diesel,yes,2013,3
Volkswagen,6800,vagon,160,Petrol,yes,2001,15
BMW,7500,sedan,275,Gas,yes,1998,18
Peugeot,4300,other,149,Petrol,yes,2008,8
BMW,4000,sedan,380,Petrol,yes,1991,25
Subaru,8700,hatch,118,Petrol,yes,2008,8
BMW,27900,sedan,170,Petrol,yes,2011,5
Mercedes-Benz,43500,other,51,Diesel,yes,2014,2
Mitsubishi,20300,other,30,Diesel,yes,2014,2
Mercedes-Benz,86000,crossover,3,Diesel,yes,2016,0
Suzuki,14300,crossover,77,Petrol,yes,2010,6
Hyundai,19700,crossover,127,Diesel,yes,2012,4
Toyota,0,crossover,0,Diesel,yes,2016,0
Mercedes-Benz,9999,van,127,Diesel,yes,2005,11
BMW,17900,sedan,69,Petrol,yes,2008,8
ZAZ,4600,sedan,29,Petrol,yes,2015,1
BMW,2500,sedan,242,Diesel,no,2001,15
VAZ,3000,hatch,112,Petrol,yes,2007,9
Land Rover,107000,crossover,82,Diesel,yes,2014,2
Peugeot,11000,crossover,110,Gas,yes,2013,3
Hyundai,15600,other,134,Gas,yes,2008,8
Opel,10500,sedan,103,Gas,yes,2008,8
Daewoo,4850,sedan,33,Petrol,yes,2011,5
Mitsubishi,5300,hatch,240,Petrol,yes,2000,16
Volkswagen,7300,van,214,Diesel,yes,2001,15
Chevrolet,6000,sedan,132,Gas,yes,2007,9
Infiniti,14800,crossover,150,Gas,yes,2005,11
Mitsubishi,14999,crossover,115,Petrol,yes,2008,8
BMW,12900,sedan,121,Petrol,yes,2007,9
Chrysler,6900,sedan,180,Gas,yes,2002,14
Daewoo,4799,hatch,34,Petrol,yes,2012,4
Mercedes-Benz,28500,other,65,Petrol,yes,2011,5
Renault,11900,other,162,Other,yes,2011,5
BMW,27500,sedan,100,Petrol,yes,2012,4
Mitsubishi,16500,crossover,150,Gas,yes,2008,8
Hyundai,11300,crossover,166,Petrol,yes,2008,8
Seat,8500,hatch,167,Diesel,yes,2008,8
Kia,12000.495,sedan,1,Petrol,yes,2015,1
Honda,27802.50525,crossover,1,Petrol,yes,2016,0
Mitsubishi,19400,crossover,78,Petrol,yes,2012,4
Volkswagen,28000,crossover,132,Diesel,yes,2011,5
Kia,16153.8,vagon,1,Petrol,yes,2016,0
Skoda,14356.875,sedan,1,Petrol,yes,2015,1
Renault,24193.65,van,1,Diesel,yes,2015,1
Honda,9500,sedan,150,Petrol,yes,2007,9
Audi,5300,other,182,Diesel,no,2002,14
Kia,8500,sedan,120,Other,yes,2007,9
Chevrolet,5200,sedan,117,Petrol,yes,2006,10
Audi,39999,crossover,45,Diesel,yes,2014,2
Jaguar,32000,sedan,56,Petrol,yes,2013,3
BMW,2899,sedan,260,Diesel,no,2000,16
BMW,15500,sedan,216,Diesel,yes,2008,8
Daewoo,3150,sedan,208,Petrol,yes,1999,17
BMW,13700,sedan,276,Diesel,yes,2004,12
BMW,9800,sedan,350,Diesel,yes,2001,15
Volkswagen,8200,sedan,258,Diesel,yes,2004,12
Opel,2500,sedan,125,Petrol,no,2002,14
Nissan,9800,hatch,79,Gas,yes,2009,7
Land Rover,27500,crossover,190,Diesel,yes,2008,8
Land Rover,38000,crossover,130,Diesel,yes,2010,6
Chevrolet,12500,sedan,64,Petrol,yes,2013,3
Volkswagen,2999,vagon,239,Diesel,no,2003,13
Skoda,25900,sedan,72,Petrol,yes,2014,2
Peugeot,7500,hatch,530,Petrol,yes,2012,4
Mercedes-Benz,15250,sedan,210,Diesel,yes,2006,10
Volkswagen,20500,hatch,800,Diesel,yes,2013,3
Mercedes-Benz,6700,van,1,Diesel,yes,2004,12
Mercedes-Benz,295000,sedan,29,Petrol,yes,2011,5
Peugeot,6900,van,162,Diesel,yes,2008,8
Daewoo,3200,sedan,147,Gas,yes,2001,15
Land Rover,25000,crossover,175,Gas,yes,2007,9
Volkswagen,12900,van,180,Diesel,yes,2012,4
Mazda,9400,sedan,130,Petrol,yes,2007,9
ZAZ,1650,van,100,Gas,yes,2004,12
Mercedes-Benz,9999,sedan,80,Petrol,yes,2002,14
Skoda,9900,hatch,198,Gas,yes,2007,9
Chevrolet,5700,hatch,140,Petrol,yes,2006,10
Subaru,44500,crossover,0,Diesel,yes,2016,0
Mercedes-Benz,33500,van,0,Diesel,yes,2015,1
Chevrolet,10000,sedan,83,Gas,yes,2011,5
Hyundai,53000,van,1,Diesel,yes,2016,0
Mercedes-Benz,8800,sedan,330,Petrol,yes,2000,16
BMW,7000,sedan,286,Petrol,yes,2001,15
BMW,7000,other,226,Petrol,yes,1999,17
Volkswagen,45000,sedan,90,Diesel,yes,2011,5
Peugeot,8450,van,95,Diesel,yes,2012,4
Toyota,64000,crossover,128,Diesel,yes,2013,3
Skoda,6650,hatch,129,Petrol,yes,2008,8
Audi,43000,other,11,Petrol,yes,2015,1
Hyundai,11500,sedan,65,Petrol,yes,2011,5
Daewoo,4650,hatch,75,Petrol,yes,2011,5
Mercedes-Benz,4000,sedan,460,Petrol,yes,1991,25
Opel,3000,sedan,276,Diesel,yes,1993,23
Honda,5500,crossover,240,Petrol,yes,1999,17
VAZ,4999,vagon,58,Petrol,yes,2011,5
Volkswagen,5200,van,442,Diesel,yes,1992,24
Opel,11700,van,137,Diesel,yes,2012,4
Honda,8300,sedan,160,Petrol,yes,2004,12
Volkswagen,12700,van,213,Diesel,yes,2012,4
SsangYong,12700,crossover,110,Diesel,yes,2008,8
Peugeot,11700,vagon,100,Diesel,yes,2013,3
Honda,19600,sedan,69,Petrol,yes,2012,4
Toyota,24500,crossover,260,Gas,yes,2003,13
Skoda,22800,sedan,72,Petrol,yes,2013,3
Daewoo,4100,other,9,Petrol,yes,2008,8
Mercedes-Benz,39900,crossover,126,Petrol,yes,2010,6
Chevrolet,59999,other,1,Petrol,yes,2016,0
Suzuki,7300,hatch,84,Petrol,yes,2008,8
Honda,8800,sedan,240,Petrol,yes,2005,11
Volkswagen,21000,hatch,22,Other,yes,2014,2
Opel,1650,vagon,296,Diesel,no,2001,15
Chevrolet,6999,sedan,132,Gas,yes,2007,9
Toyota,25800,sedan,58,Petrol,yes,2015,1
Suzuki,9200,crossover,128,Petrol,yes,2006,10
Peugeot,4150,other,130,Diesel,yes,2006,10
Mitsubishi,9800,crossover,92,Petrol,yes,2008,8
Toyota,23400,sedan,69,Gas,yes,2014,2
Audi,18500,sedan,137,Petrol,yes,2009,7
Toyota,45500,crossover,65,Gas,yes,2010,6
Kia,26900,crossover,76,Diesel,yes,2013,3
Audi,4500,vagon,206,Diesel,no,2003,13
Peugeot,17800,sedan,90,Diesel,yes,2013,3
Chevrolet,6300,sedan,120,Petrol,yes,2007,9
Toyota,28500,sedan,16,Petrol,yes,2015,1
Volkswagen,16800,vagon,149,Gas,yes,2013,3
Volkswagen,23999,sedan,0,Diesel,yes,2016,0
Honda,19700,sedan,73,Gas,yes,2012,4
BMW,2999,sedan,210,Other,no,1999,17
Mercedes-Benz,29500,crossover,180,Diesel,yes,2008,8
Lexus,19999,sedan,82,Petrol,yes,2008,8
Kia,11500,sedan,47,Petrol,yes,2013,3
Peugeot,7300,hatch,86,Petrol,yes,2011,5
Volkswagen,55555,van,63,Diesel,yes,2013,3
Mazda,10200,crossover,66,Petrol,yes,2007,9
Volkswagen,55555,van,50,Diesel,yes,2013,3
Volkswagen,55555,van,53,Diesel,yes,2013,3
Audi,27000,other,222,Diesel,yes,2007,9
Mercedes-Benz,115000,sedan,49,Petrol,yes,2014,2
Ford,10300,van,160,Diesel,yes,2013,3
Toyota,4350,sedan,35,Gas,yes,1999,17
Skoda,11900,other,121,Petrol,yes,2011,5
Toyota,26250,sedan,17,Petrol,yes,2015,1
Honda,13700,sedan,14,Petrol,yes,2012,4
Kia,10700,sedan,160,Gas,yes,2009,7
Opel,13500,vagon,138,Diesel,yes,2010,6
Lexus,33700,crossover,82,Petrol,yes,2010,6
SsangYong,13000,crossover,43,Diesel,yes,2012,4
BMW,6900,sedan,280,Gas,yes,2000,16
Toyota,24000,sedan,51,Gas,yes,2014,2
Citroen,5600,van,222,Gas,yes,2007,9
Lexus,45555,crossover,25,Petrol,yes,2013,3
Lexus,8900,crossover,190,Gas,yes,2001,15
Audi,52999,crossover,112,Diesel,yes,2008,8
Land Rover,49000,crossover,87,Petrol,yes,2011,5
Volkswagen,18700,vagon,196,Diesel,yes,2011,5
Volkswagen,17999,sedan,80,Petrol,yes,2012,4
Skoda,9600,sedan,140,Petrol,yes,2008,8
Hyundai,9950,other,74,Petrol,yes,2008,8
Toyota,12300,sedan,135,Petrol,yes,2006,10
Skoda,12500,sedan,127,Petrol,yes,2009,7
Mercedes-Benz,3799,van,350,Diesel,yes,2000,16
Toyota,10900,sedan,156,Gas,yes,2005,11
Toyota,27400,crossover,52,Gas,yes,2012,4
Lexus,15500,sedan,139,Petrol,yes,2007,9
BMW,8200,sedan,241,Petrol,yes,1998,18
Audi,49500,crossover,44,Diesel,yes,2013,3
Toyota,25500,sedan,58,Petrol,yes,2015,1
Chevrolet,11900,sedan,40,Petrol,yes,2011,5
Nissan,6900,hatch,140,Petrol,yes,2007,9
Volkswagen,69990,van,1,Diesel,yes,2015,1
Volkswagen,69990,van,1,Diesel,yes,2015,1
Mazda,2900,hatch,245,Petrol,yes,1996,20
Chevrolet,10000,sedan,38,Petrol,yes,2010,6
Audi,48000,crossover,75,Diesel,yes,2013,3
Volkswagen,9000,sedan,130,Petrol,yes,2012,4
Volkswagen,9999,hatch,118,Diesel,yes,2011,5
Mitsubishi,6700,sedan,155,Gas,yes,2007,9
Hyundai,11100,sedan,63,Petrol,yes,2013,3
BMW,32500,vagon,65,Petrol,yes,2014,2
Toyota,9999,sedan,250,Petrol,yes,2003,13
Mercedes-Benz,0,crossover,0,Petrol,yes,2016,0
Mazda,7750,sedan,130,Petrol,yes,2007,9
Mitsubishi,6900,sedan,118,Petrol,yes,2007,9
Mazda,10500,crossover,135,Petrol,yes,2007,9
Toyota,15600,sedan,165,Gas,yes,2008,8
Skoda,22222,sedan,80,Diesel,yes,2014,2
Honda,20500,crossover,78,Gas,yes,2012,4
BMW,19990,other,164,Gas,yes,2004,12
Ford,22000,crossover,95,Petrol,yes,2013,3
Mazda,11900,other,105,Petrol,yes,2008,8
Hyundai,6800,sedan,107,Gas,yes,2007,9
Toyota,20999,sedan,77,Gas,yes,2012,4
Kia,23000,crossover,70,Diesel,yes,2013,3
Land Rover,0,crossover,56,Diesel,no,2014,2
Toyota,22800,other,55,Petrol,yes,2013,3
Toyota,14900,sedan,149,Gas,yes,2008,8
Kia,11900,crossover,130,Diesel,yes,2008,8
Audi,48000,crossover,126,Diesel,yes,2013,3
Mercedes-Benz,199999,crossover,0,Petrol,yes,2016,0
Volkswagen,10500,sedan,100,Petrol,yes,2008,8
Lexus,134999,crossover,0,Diesel,yes,2016,0
Seat,11500,hatch,55,Petrol,yes,2010,6
Volkswagen,1650,sedan,210,Petrol,no,1998,18
Geely,7350,sedan,37,Petrol,yes,2014,2
Toyota,20900,crossover,69,Petrol,yes,2008,8
Mercedes-Benz,7999,van,255,Diesel,yes,2004,12
BMW,47900,crossover,178,Diesel,yes,2012,4
Honda,16500,crossover,113,Petrol,yes,2008,8
Lexus,17400,crossover,172,Petrol,yes,2007,9
Hyundai,22600,crossover,89,Diesel,yes,2012,4
Volkswagen,7500,van,317,Diesel,yes,2008,8
Toyota,20800,crossover,70,Petrol,yes,2008,8
Volkswagen,25200,crossover,78,Diesel,yes,2012,4
Honda,14500,sedan,78,Petrol,yes,2010,6
Ford,14500,sedan,195,Petrol,yes,2011,5
Mercedes-Benz,3150,vagon,220,Other,no,2001,15
Kia,7700,hatch,120,Gas,yes,2009,7
Renault,7100,van,208,Diesel,yes,2008,8
Honda,2600,sedan,220,Petrol,yes,1990,26
Honda,12500,sedan,130,Petrol,yes,2008,8
Volkswagen,23999,sedan,80,Petrol,yes,2012,4
Toyota,32900,crossover,82,Petrol,yes,2013,3
Audi,36000,vagon,40,Diesel,yes,2010,6
Mercedes-Benz,23500,van,170,Diesel,yes,2011,5
Ford,16400,crossover,87,Petrol,yes,2010,6
Renault,3100,van,164,Petrol,yes,1999,17
Volkswagen,4700,hatch,160,Diesel,no,2006,10
Toyota,25000,crossover,115,Petrol,yes,2007,9
Seat,3000,sedan,335,Petrol,yes,1993,23
VAZ,1700,other,60,Other,yes,1983,33
Renault,7400,vagon,242,Diesel,yes,2007,9
Audi,23000,crossover,180,Gas,yes,2007,9
Volkswagen,8650,van,238,Diesel,yes,2002,14
Mercedes-Benz,16800,van,116,Other,yes,2013,3
Honda,12200,hatch,82,Petrol,yes,2009,7
Opel,5490,sedan,180,Petrol,yes,2007,9
Volkswagen,9300,van,220,Diesel,yes,2003,13
Hyundai,6500,van,170,Petrol,yes,2005,11
BMW,3500,sedan,334,Diesel,no,1999,17
Land Rover,32500,crossover,86,Petrol,yes,2010,6
Hyundai,13500,crossover,168,Diesel,yes,2007,9
Ford,2300,sedan,229,Diesel,no,2003,13
Mitsubishi,6500,sedan,152,Petrol,yes,2007,9
Volkswagen,11300,van,165,Diesel,yes,2010,6
BMW,17500,vagon,125,Diesel,yes,2006,10
Land Rover,0,crossover,1,Diesel,yes,2016,0
Mercedes-Benz,2499,sedan,300,Diesel,no,1999,17
Audi,21000,hatch,34,Petrol,yes,2013,3
Toyota,22999,crossover,152,Gas,yes,2008,8
BMW,58000,crossover,64,Diesel,yes,2015,1
BMW,0,crossover,0,Diesel,yes,2016,0
Land Rover,0,crossover,0,Diesel,yes,2016,0
Toyota,2499,vagon,254,Diesel,no,2000,16
Mercedes-Benz,109999,crossover,0,Diesel,yes,2016,0
BMW,4000,sedan,230,Diesel,no,2003,13
Mazda,11300,other,108,Petrol,yes,2008,8
Audi,15000,vagon,154,Diesel,yes,2008,8
Opel,4500,sedan,336,Gas,yes,1998,18
Mercedes-Benz,107999,crossover,0,Diesel,yes,2016,0
Mazda,2200,vagon,250,Diesel,no,2000,16
Toyota,9900,sedan,130,Gas,yes,2006,10
Volkswagen,32000,sedan,144,Petrol,yes,2013,3
Mitsubishi,7650,sedan,133,Gas,yes,2008,8
Opel,8100,van,290,Diesel,yes,2005,11
Skoda,12500,sedan,225,Gas,yes,2009,7
Audi,19700,crossover,172,Petrol,yes,2007,9
Ford,15300,vagon,78,Petrol,yes,2014,2
Toyota,14000,sedan,25,Petrol,yes,2014,2
Renault,8300,van,217,Diesel,yes,2004,12
Kia,6999,hatch,124,Petrol,yes,2008,8
Volkswagen,13900,other,170,Diesel,yes,2006,10
Volkswagen,6200,van,180,Diesel,yes,2005,11
Hyundai,12800,crossover,219,Gas,yes,2007,9
BMW,69999,crossover,71,Petrol,yes,2011,5
Honda,12500,other,52,Petrol,yes,2008,8
Volkswagen,16800,other,164,Diesel,yes,2010,6
Honda,13500,sedan,111,Gas,yes,2009,7
Porsche,37500,crossover,42,Petrol,yes,2009,7
Mitsubishi,11500,sedan,72,Petrol,yes,2006,10
Mercedes-Benz,69900,sedan,76,Petrol,yes,2010,6
Mitsubishi,7300,sedan,137,Gas,yes,2006,10
Peugeot,11200,sedan,59,Petrol,yes,2013,3
Volkswagen,9000,sedan,223,Diesel,yes,2007,9
Volkswagen,0,hatch,100,Petrol,yes,2013,3
Daewoo,3900,sedan,130,Gas,yes,2006,10
Toyota,13000,crossover,149,Petrol,yes,2006,10
Volkswagen,1850,other,200,Petrol,no,1999,17
Kia,10900,crossover,148,Gas,yes,2007,9
Mazda,11700,vagon,127,Petrol,yes,2006,10
Volkswagen,9200,vagon,107,Petrol,yes,2010,6
Tesla,61900,sedan,22,Other,yes,2013,3
Toyota,15700,sedan,108,Petrol,yes,2008,8
Hyundai,9250,crossover,192,Diesel,yes,2008,8
Kia,15200,vagon,87,Diesel,yes,2013,3
Ford,26900,crossover,47,Diesel,yes,2015,1
Subaru,43900,vagon,0,Diesel,yes,2016,0
Skoda,10900,vagon,95,Petrol,yes,2008,8
Volkswagen,17777,van,250,Diesel,yes,2010,6
Volkswagen,3950,hatch,288,Gas,yes,1996,20
Hyundai,13838.175,hatch,1,Diesel,yes,2015,1
Kia,19395.675,crossover,1,Diesel,yes,2015,1
Citroen,23000,van,52,Diesel,yes,2015,1
Nissan,16431.675,crossover,1,Petrol,yes,2015,1
Toyota,16672.5,hatch,1,Petrol,yes,2016,0
Kia,14712.555,sedan,1,Petrol,yes,2015,1
Honda,10800,sedan,133,Petrol,yes,2008,8
BMW,12900,vagon,260,Diesel,yes,2004,12
Lexus,15300,crossover,162,Petrol,yes,2006,10
BMW,77777,crossover,1,Diesel,yes,2014,2
Mercedes-Benz,70000,other,21,Petrol,yes,2008,8
Mitsubishi,19400,crossover,78,Petrol,yes,2012,4
Skoda,10950,vagon,137,Petrol,yes,2008,8
Hyundai,12700,crossover,104,Gas,yes,2009,7
Mercedes-Benz,109000,crossover,0,Diesel,yes,2016,0
BMW,17000,vagon,158,Diesel,yes,2010,6
Mercedes-Benz,99000,crossover,0,Diesel,yes,2016,0
Mitsubishi,15500,crossover,102,Petrol,yes,2009,7
Honda,0,other,116,Petrol,yes,2008,8
Volkswagen,28900,crossover,1,Petrol,yes,2016,0
BMW,13700,sedan,254,Diesel,yes,2003,13
Mazda,3900,sedan,80,Petrol,yes,1997,19
Mercedes-Benz,177000,crossover,0,Petrol,yes,2016,0
Mitsubishi,12200,crossover,140,Petrol,yes,2007,9
Mercedes-Benz,13900,other,168,Petrol,yes,2002,14
Chevrolet,9750,hatch,98,Petrol,yes,2011,5
Honda,12000,sedan,119,Petrol,yes,2007,9
Chevrolet,34000,other,51,Petrol,yes,2012,4
Opel,1820,sedan,110,Gas,yes,1988,28
BMW,15300,sedan,250,Petrol,yes,2006,10
Hyundai,6999,sedan,95,Gas,yes,2009,7
Volkswagen,11500,van,163,Diesel,yes,2008,8
VAZ,2100,sedan,85,Other,yes,2016,0
Kia,22000,crossover,29,Gas,yes,2013,3
Audi,0,sedan,300,Diesel,no,2001,15
Honda,7499,other,287,Petrol,yes,2002,14
Toyota,15000,crossover,184,Gas,yes,2005,11
Mitsubishi,0,crossover,120,Gas,yes,2008,8
Mitsubishi,13200,crossover,79,Gas,yes,2009,7
Seat,1850,hatch,250,Petrol,yes,1994,22
Volkswagen,8757,sedan,32,Other,no,2015,1
Mercedes-Benz,6500,van,450,Diesel,yes,1996,20
Mercedes-Benz,295000,sedan,29,Petrol,yes,2011,5
Mercedes-Benz,4300,van,300,Diesel,no,2005,11
Honda,25900,other,54,Petrol,yes,2012,4
Mercedes-Benz,12600,sedan,300,Diesel,yes,2003,13
BMW,29500,sedan,230,Diesel,yes,2011,5
VAZ,5700,hatch,120,Petrol,yes,2012,4
Volkswagen,55500,crossover,36,Diesel,yes,2015,1
Skoda,7900,vagon,180,Petrol,yes,2006,10
Volkswagen,15000,van,275,Diesel,yes,2008,8
Mercedes-Benz,12500,van,238,Diesel,yes,2008,8
Volkswagen,9500,van,212,Diesel,yes,2006,10
Chevrolet,5800,sedan,120,Petrol,yes,2007,9
Volkswagen,10500,van,246,Diesel,yes,2006,10
Volkswagen,18200,hatch,23,Petrol,yes,2013,3
Cadillac,47000,crossover,23,Petrol,yes,2008,8
Mercedes-Benz,38700,sedan,117,Petrol,yes,2010,6
Volkswagen,13700,other,103,Diesel,yes,2013,3
Chevrolet,9200,sedan,62,Petrol,yes,2013,3
Audi,22500,vagon,175,Gas,yes,2010,6
Mitsubishi,6800,sedan,170,Petrol,yes,2004,12
Renault,6250,van,205,Petrol,yes,2007,9
Land Rover,162000,crossover,21,Diesel,yes,2015,1
Mercedes-Benz,24800,vagon,118,Diesel,yes,2010,6
Volkswagen,8800,van,260,Diesel,yes,2008,8
Nissan,9200,crossover,126,Other,yes,2005,11
Volkswagen,9950,hatch,95,Petrol,yes,2010,6
Renault,6800,sedan,152,Petrol,yes,2007,9
BMW,16999,vagon,213,Diesel,yes,2007,9
Audi,22500,sedan,159,Petrol,yes,2008,8
BMW,11900,sedan,160,Petrol,yes,2005,11
ZAZ,4580,other,82,Petrol,yes,2008,8
Hyundai,10000,sedan,19,Petrol,yes,2011,5
Peugeot,4800,van,170,Diesel,yes,2011,5
Acura,15000,sedan,150,Gas,yes,2008,8
Mercedes-Benz,12800,other,116,Diesel,yes,2013,3
Kia,10500,van,172,Diesel,yes,2008,8
Volkswagen,17000,van,157,Diesel,yes,2010,6
Volkswagen,27000,sedan,85,Diesel,yes,2013,3
Honda,12300,other,140,Petrol,yes,2008,8
Ford,10500,other,184,Diesel,yes,2013,3
Ford,10400,other,194,Diesel,yes,2013,3
Volkswagen,24000,sedan,67,Petrol,yes,2012,4
Volkswagen,9800,hatch,98,Gas,yes,2010,6
Mercedes-Benz,14500,sedan,138,Petrol,yes,2007,9
Mercedes-Benz,0,van,0,Diesel,yes,2016,0
Mercedes-Benz,12800,van,116,Diesel,yes,2012,4
VAZ,1900,hatch,40,Petrol,yes,1990,26
Daewoo,3350,sedan,175,Petrol,yes,2008,8
Toyota,10200,sedan,180,Petrol,yes,2003,13
Land Rover,42000,crossover,60,Petrol,yes,2012,4
Volkswagen,9000,hatch,95,Gas,yes,2005,11
Volkswagen,11500,sedan,169,Petrol,yes,2008,8
BMW,6800,crossover,242,Diesel,no,2005,11
Mercedes-Benz,9500,van,248,Diesel,yes,2005,11
Mercedes-Benz,32800,crossover,109,Diesel,yes,2011,5
Volkswagen,9750,van,159,Diesel,yes,2009,7
Volkswagen,10250,sedan,144,Diesel,yes,2008,8
Nissan,12450,crossover,169,Petrol,yes,2008,8
Renault,2500,sedan,170,Diesel,no,2003,13
Audi,22000,crossover,152,Petrol,yes,2007,9
Seat,10199,hatch,98,Petrol,yes,2009,7
Mercedes-Benz,8000,other,230,Diesel,yes,2001,15
Mercedes-Benz,4800,sedan,199,Diesel,yes,1999,17
Ford,5400,hatch,82,Petrol,yes,2007,9
Volkswagen,0,vagon,160,Diesel,yes,2003,13
Hyundai,3950,crossover,220,Diesel,no,2002,14
Chevrolet,4950,sedan,127,Petrol,yes,2008,8
Mercedes-Benz,54500,sedan,29,Diesel,yes,2012,4
Porsche,112000,sedan,14,Other,yes,2013,3
Volkswagen,49999,van,59,Diesel,yes,2014,2
Hyundai,6300,sedan,1,Petrol,yes,2008,8
BMW,13500,crossover,250,Diesel,no,2006,10
Lexus,17500,crossover,150,Gas,yes,2007,9
