,car,price,body,mileage,engType,registration,year,years since
5807,Volkswagen,3000.0,vagon,250,Diesel,yes,1992,24
5808,BMW,18000.0,sedan,180,Other,no,2011,5
5811,VAZ,6100.0,sedan,57,Petrol,yes,2013,3
5813,Volkswagen,6500.0,sedan,320,Diesel,yes,2001,15
5814,VAZ,3900.0,sedan,140,Gas,yes,2010,6
5817,VAZ,3900.0,hatch,125,Gas,yes,2007,9
5818,BMW,9500.0,sedan,315,Diesel,yes,2001,15
5820,Volkswagen,9700.0,sedan,201,Petrol,yes,2007,9
5821,BMW,8200.0,sedan,238,Diesel,no,2004,12
5822,BMW,71500.0,crossover,19,Diesel,yes,2015,1
5825,BMW,8999.0,other,160,Petrol,yes,1997,19
5829,Mercedes-Benz,18500.0,crossover,1,Gas,yes,2006,10
5831,Volkswagen,6400.0,van,305,Diesel,yes,2004,12
5833,Mercedes-Benz,9200.0,van,266,Diesel,yes,2008,8
5837,Mercedes-Benz,12000.0,sedan,298,Petrol,yes,2004,12
5844,Mercedes-Benz,9000.0,crossover,220,Gas,yes,1999,17
5845,Mercedes-Benz,6000.0,van,200,Diesel,yes,2000,16
5847,VAZ,2700.0,crossover,1,Petrol,yes,1995,21
5849,Mercedes-Benz,300000.0,other,37,Petrol,yes,2012,4
5851,Toyota,12500.0,hatch,75,Diesel,yes,2012,4
5852,VAZ,3100.0,hatch,160,Petrol,yes,2007,9
5853,BMW,4900.0,sedan,295,Petrol,yes,1994,22
5857,Volkswagen,24800.0,sedan,2,Diesel,yes,2016,0
5859,Mercedes-Benz,138000.0,crossover,0,Diesel,yes,2016,0
5860,Volkswagen,10500.0,sedan,210,Diesel,yes,2004,12
5862,Mercedes-Benz,107000.0,van,0,Diesel,yes,2016,0
5863,VAZ,2900.0,crossover,115,Petrol,yes,1995,21
5864,Mercedes-Benz,6900.0,van,200,Diesel,yes,1999,17
5868,Toyota,14699.0,sedan,155,Petrol,yes,2006,10
5874,BMW,28000.0,crossover,116,Petrol,yes,2008,8
5875,Volkswagen,12300.0,other,248,Diesel,yes,2010,6
5877,Mercedes-Benz,9150.0,sedan,273,Diesel,yes,2000,16
5879,VAZ,4600.0,vagon,111,Gas,yes,2012,4
5883,Volkswagen,13900.0,vagon,122,Gas,yes,2013,3
5885,VAZ,3900.0,hatch,97,Petrol,yes,2008,8
5886,BMW,34500.0,sedan,45,Petrol,yes,2013,3
5887,Mercedes-Benz,11000.0,van,250,Diesel,yes,2005,11
5888,Toyota,8400.0,sedan,195,Gas,yes,2004,12
5891,Volkswagen,10900.0,other,287,Other,yes,2004,12
5896,VAZ,4650.0,sedan,68,Petrol,yes,2011,5
5900,BMW,23000.0,other,100,Other,yes,2005,11
5905,VAZ,8800.0,crossover,96,Petrol,yes,2011,5
5906,BMW,3200.0,sedan,178,Petrol,no,2001,15
5912,Mercedes-Benz,11800.0,van,165,Diesel,yes,2012,4
5915,BMW,5400.0,crossover,250,Petrol,no,2003,13
5917,BMW,5500.0,sedan,402,Petrol,yes,1988,28
5919,Mercedes-Benz,5200.0,other,220,Petrol,no,2004,12
5921,Mercedes-Benz,18700.0,other,142,Diesel,yes,2007,9
5924,VAZ,7035.795,sedan,0,Petrol,yes,2016,0
5927,VAZ,1800.0,other,12,Petrol,yes,1991,25
5928,Toyota,26900.0,crossover,115,Gas,yes,2008,8
5929,Volkswagen,22900.0,sedan,48,Petrol,yes,2013,3
5938,Volkswagen,1700.0,hatch,250,Petrol,no,1998,18
5942,Mercedes-Benz,30000.0,other,176,Petrol,yes,2003,13
5948,Mercedes-Benz,20500.0,sedan,235,Diesel,yes,2007,9
5951,Volkswagen,15000.0,van,230,Diesel,yes,2007,9
5952,Mercedes-Benz,9600.0,van,30,Diesel,yes,2006,10
5959,BMW,32500.0,sedan,131,Diesel,yes,2010,6
5964,Toyota,7500.0,sedan,185,Gas,yes,2004,12
5965,Mercedes-Benz,13000.0,sedan,220,Petrol,yes,2003,13
5967,BMW,2666.0,sedan,360,Diesel,no,1996,20
5969,VAZ,3500.0,vagon,130,Gas,yes,2007,9
5972,Mercedes-Benz,14750.0,sedan,220,Diesel,yes,2005,11
5978,Mercedes-Benz,14000.0,other,360,Diesel,yes,2005,11
5979,VAZ,6700.0,crossover,115,Gas,yes,2010,6
5982,BMW,27300.0,sedan,155,Diesel,yes,2012,4
5983,Toyota,28500.0,crossover,107,Gas,yes,2011,5
5989,Volkswagen,3400.0,van,175,Petrol,yes,2003,13
5990,Volkswagen,40000.0,other,170,Diesel,yes,2011,5
5991,Volkswagen,9990.0,van,194,Diesel,yes,2011,5
5992,Volkswagen,3000.0,van,318,Diesel,yes,1993,23
5994,Mercedes-Benz,7400.0,sedan,190,Petrol,yes,2002,14
5998,Volkswagen,14900.0,vagon,170,Diesel,yes,2011,5
6003,Volkswagen,8900.0,sedan,144,Petrol,yes,2013,3
6017,VAZ,3200.0,sedan,140,Gas,yes,2007,9
6024,Mercedes-Benz,10000.0,other,275,Diesel,yes,2006,10
6028,Volkswagen,14800.0,van,65,Diesel,yes,2012,4
6029,BMW,51000.0,sedan,97,Diesel,yes,2011,5
6031,BMW,38500.0,sedan,140,Diesel,yes,2012,4
6034,Volkswagen,5200.0,van,235,Diesel,yes,2005,11
6036,Volkswagen,11500.0,van,192,Diesel,yes,2008,8
6037,Volkswagen,12500.0,other,160,Other,yes,2006,10
6039,BMW,45200.0,crossover,68,Diesel,yes,2012,4
6041,Mercedes-Benz,3200.0,sedan,390,Gas,yes,1985,31
6042,VAZ,2000.0,crossover,125,Petrol,yes,1985,31
6043,Volkswagen,8800.0,van,145,Gas,yes,2011,5
6046,BMW,32500.0,sedan,134,Diesel,yes,2010,6
6051,BMW,5000.0,sedan,270,Diesel,yes,2000,16
6053,Mercedes-Benz,17500.0,sedan,130,Petrol,yes,2007,9
6055,VAZ,2200.0,vagon,36,Gas,yes,2005,11
6059,Volkswagen,22000.0,hatch,40,Petrol,yes,2013,3
6060,VAZ,5400.0,vagon,62,Gas,yes,2013,3
6061,Mercedes-Benz,8000.0,van,250,Diesel,yes,2006,10
6063,Volkswagen,9200.0,other,156,Diesel,yes,2009,7
6064,Mercedes-Benz,21999.0,sedan,200,Diesel,yes,2008,8
6065,Volkswagen,2600.0,vagon,288,Petrol,yes,1990,26
6069,VAZ,4600.0,crossover,161,Other,yes,2003,13
6071,BMW,11500.0,sedan,290,Diesel,yes,2001,15
6078,Mercedes-Benz,5000.0,sedan,240,Diesel,no,2004,12
6079,Volkswagen,7000.0,van,350,Other,yes,2004,12
6080,Toyota,29000.0,crossover,120,Gas,yes,2008,8
6083,Mercedes-Benz,3900.0,sedan,385,Petrol,yes,1995,21
6085,Volkswagen,10000.0,sedan,174,Petrol,yes,2005,11
6086,BMW,117000.0,crossover,1,Other,yes,2016,0
6098,Volkswagen,18100.0,other,195,Diesel,yes,2011,5
6099,Mercedes-Benz,5500.0,van,260,Diesel,no,2004,12
6107,Volkswagen,8400.0,van,300,Diesel,yes,2004,12
6109,Volkswagen,1900.0,vagon,504,Gas,yes,1988,28
6110,BMW,3700.0,other,110,Petrol,yes,1983,33
6113,Volkswagen,3000.0,sedan,250,Gas,no,2002,14
6115,BMW,6700.0,sedan,370,Petrol,yes,1997,19
6116,BMW,13000.0,sedan,220,Petrol,yes,2005,11
6119,BMW,15299.0,other,136,Petrol,yes,2008,8
6120,Toyota,8300.0,sedan,168,Petrol,yes,2004,12
6124,Volkswagen,6900.0,crossover,258,Diesel,no,2004,12
6126,BMW,7400.0,sedan,277,Gas,yes,1998,18
6128,Toyota,22000.0,crossover,155,Gas,yes,2008,8
6130,VAZ,4299.0,crossover,1,Petrol,yes,1979,37
6134,VAZ,3200.0,hatch,183,Petrol,yes,2008,8
6137,Volkswagen,6500.0,other,385,Diesel,yes,1997,19
6139,Toyota,20000.0,crossover,94,Petrol,yes,2005,11
6141,VAZ,3300.0,sedan,125,Petrol,yes,2006,10
6143,Volkswagen,23500.0,crossover,48,Diesel,yes,2012,4
6144,Toyota,13850.0,hatch,24,Other,yes,2010,6
6145,Volkswagen,3100.0,hatch,118,Gas,yes,1993,23
6146,VAZ,2000.0,other,5,Petrol,yes,1990,26
6147,Toyota,7000.0,other,220,Petrol,yes,2001,15
6154,Mercedes-Benz,8500.0,other,210,Gas,yes,2000,16
6156,Volkswagen,7650.0,other,260,Diesel,yes,2005,11
6163,BMW,4700.0,sedan,230,Petrol,yes,1990,26
6167,Toyota,7500.0,hatch,98,Other,yes,2006,10
6173,VAZ,2200.0,vagon,52,Petrol,yes,2006,10
6174,VAZ,2000.0,sedan,1,Gas,yes,1994,22
6175,BMW,11900.0,sedan,300,Gas,yes,2004,12
6178,Toyota,36000.0,crossover,66,Diesel,yes,2010,6
6179,Volkswagen,5400.0,hatch,320,Petrol,yes,2002,14
6183,Volkswagen,6700.0,other,207,Diesel,yes,2004,12
6186,VAZ,4500.0,sedan,110,Petrol,yes,2009,7
6190,BMW,18500.0,crossover,250,Gas,yes,2005,11
6191,BMW,7000.0,sedan,338,Petrol,yes,1997,19
6192,Mercedes-Benz,8000.0,other,245,Diesel,yes,2004,12
6194,Volkswagen,10700.0,van,153,Diesel,yes,2010,6
6196,Mercedes-Benz,13500.0,crossover,205,Diesel,yes,2005,11
6203,VAZ,2200.0,sedan,160,Petrol,yes,2006,10
6204,BMW,48900.0,crossover,60,Diesel,yes,2011,5
6205,Mercedes-Benz,13000.0,other,580,Diesel,yes,2005,11
6209,BMW,25500.0,crossover,187,Gas,yes,2007,9
6211,Mercedes-Benz,6900.0,sedan,239,Petrol,yes,1996,20
6222,Mercedes-Benz,115000.0,other,35,Diesel,yes,2015,1
6223,Mercedes-Benz,13900.0,other,225,Other,yes,2008,8
6224,BMW,25999.0,sedan,80,Petrol,yes,2012,4
6225,Mercedes-Benz,8700.0,sedan,240,Diesel,yes,2000,16
6226,Volkswagen,10600.0,sedan,75,Petrol,yes,2012,4
6229,Volkswagen,22000.0,sedan,26,Petrol,yes,2011,5
6234,VAZ,2700.0,sedan,140,Petrol,yes,2006,10
6240,Volkswagen,20000.0,sedan,102,Petrol,yes,2011,5
6241,VAZ,5500.0,sedan,60,Gas,yes,2011,5
6243,Volkswagen,9600.0,hatch,132,Petrol,yes,2007,9
6245,Toyota,34000.0,crossover,44,Petrol,yes,2012,4
6246,VAZ,900.0,sedan,60,Petrol,yes,1978,38
6249,Mercedes-Benz,31600.0,sedan,33,Petrol,yes,2013,3
6252,Volkswagen,22900.0,sedan,45,Petrol,yes,2013,3
6253,VAZ,3000.0,sedan,117,Petrol,yes,2007,9
6254,VAZ,2000.0,hatch,75,Gas,yes,1995,21
6257,BMW,24100.0,vagon,112,Petrol,yes,2011,5
6259,BMW,8000.0,crossover,214,Petrol,no,2000,16
6261,BMW,14300.0,sedan,198,Petrol,yes,2005,11
6264,Mercedes-Benz,7600.0,van,315,Diesel,yes,1996,20
6271,BMW,15200.0,sedan,227,Petrol,yes,2008,8
6273,VAZ,2800.0,hatch,145,Other,yes,2006,10
6278,Volkswagen,3500.0,sedan,189,Petrol,yes,1993,23
6279,Toyota,18950.0,sedan,45,Petrol,yes,2014,2
6283,VAZ,1750.0,sedan,123,Petrol,yes,2000,16
6284,Volkswagen,3750.0,sedan,262,Petrol,yes,1994,22
6289,Volkswagen,9800.0,van,130,Diesel,yes,2012,4
6293,VAZ,2800.0,hatch,1,Gas,yes,1989,27
6295,Volkswagen,8350.0,hatch,200,Petrol,yes,2005,11
6296,BMW,9000.0,sedan,245,Diesel,yes,2001,15
6301,VAZ,1250.0,sedan,10,Petrol,yes,1989,27
6311,Volkswagen,12650.0,van,167,Diesel,yes,2011,5
6312,BMW,6600.0,sedan,285,Petrol,yes,1999,17
6313,Mercedes-Benz,44000.0,other,39,Petrol,yes,2009,7
6324,Volkswagen,17800.0,crossover,210,Diesel,yes,2005,11
6326,VAZ,2400.0,hatch,174,Gas,yes,2005,11
6330,BMW,26800.0,sedan,47,Petrol,yes,2013,3
6331,BMW,65500.0,crossover,1,Diesel,yes,2016,0
6332,VAZ,3599.0,sedan,91,Gas,yes,2009,7
6336,Mercedes-Benz,61500.0,crossover,121,Diesel,yes,2013,3
6343,Volkswagen,6200.0,van,340,Petrol,yes,1999,17
6344,BMW,33000.0,sedan,60,Petrol,yes,2012,4
6350,VAZ,1300.0,hatch,60,Gas,yes,1992,24
6354,Mercedes-Benz,5300.0,van,244,Diesel,yes,2000,16
6356,Mercedes-Benz,6000.0,sedan,366,Gas,yes,1994,22
6359,VAZ,2500.0,hatch,168,Petrol,yes,2002,14
6361,Volkswagen,13200.0,van,150,Gas,yes,2012,4
6362,Mercedes-Benz,28500.0,sedan,86,Petrol,yes,2007,9
6363,BMW,22100.0,hatch,42,Petrol,yes,2013,3
6365,VAZ,2400.0,sedan,155,Petrol,yes,2001,15
6367,Toyota,36800.0,crossover,77,Diesel,yes,2012,4
6368,Mercedes-Benz,24500.0,sedan,163,Gas,yes,2007,9
6369,Toyota,29500.0,crossover,63,Petrol,yes,2008,8
6374,Volkswagen,35500.0,crossover,112,Diesel,yes,2011,5
6375,VAZ,3250.0,hatch,148,Petrol,yes,2007,9
6379,Volkswagen,5700.0,sedan,300,Petrol,yes,2001,15
6386,Mercedes-Benz,125000.0,sedan,18,Diesel,yes,2015,1
6387,Volkswagen,10600.0,van,140,Diesel,yes,2011,5
6388,Mercedes-Benz,10999.0,other,269,Diesel,yes,2006,10
6389,Volkswagen,2500.0,hatch,297,Petrol,yes,1995,21
6390,Volkswagen,5150.0,van,240,Diesel,yes,2005,11
6391,Mercedes-Benz,2700.0,sedan,121,Diesel,yes,1986,30
6400,Mercedes-Benz,17900.0,sedan,190,Diesel,yes,2007,9
6402,Mercedes-Benz,38800.0,hatch,8,Other,yes,2015,1
6406,Volkswagen,9500.0,sedan,95,Petrol,yes,2007,9
6408,BMW,11600.0,sedan,142,Petrol,yes,2005,11
6411,Mercedes-Benz,17499.0,sedan,145,Petrol,yes,2008,8
6412,Mercedes-Benz,9900.0,sedan,320,Diesel,yes,2001,15
6413,Mercedes-Benz,21300.0,crossover,190,Petrol,yes,2007,9
6416,Mercedes-Benz,125000.0,sedan,17,Diesel,yes,2015,1
6418,Volkswagen,1500.0,other,260,Gas,no,1994,22
6419,Volkswagen,4000.0,hatch,266,Diesel,yes,1993,23
6420,BMW,9000.0,sedan,225,Gas,yes,2002,14
6421,BMW,2650.0,vagon,335,Petrol,no,2000,16
6423,Mercedes-Benz,2550.0,vagon,367,Diesel,no,2000,16
6425,Mercedes-Benz,3700.0,sedan,270,Petrol,no,2004,12
6427,Mercedes-Benz,15300.0,other,168,Petrol,yes,2003,13
6429,Toyota,8500.0,hatch,93,Petrol,yes,2007,9
6432,Toyota,46500.0,other,4,Diesel,yes,2016,0
6435,Volkswagen,2900.0,sedan,2,Petrol,yes,1989,27
6436,BMW,4600.0,sedan,340,Gas,yes,1995,21
6438,BMW,41000.0,crossover,80,Petrol,yes,2012,4
6443,Mercedes-Benz,50900.0,crossover,85,Diesel,yes,2013,3
6444,Mercedes-Benz,8300.0,sedan,175,Diesel,no,2006,10
6446,Mercedes-Benz,4050.0,sedan,200,Diesel,yes,2001,15
6449,Toyota,9300.0,sedan,185,Gas,yes,2008,8
6450,Toyota,26500.0,crossover,102,Diesel,yes,2013,3
6453,VAZ,1600.0,hatch,25,Petrol,yes,1989,27
6458,Volkswagen,2400.0,sedan,268,Petrol,yes,1989,27
6461,Mercedes-Benz,4500.0,other,356,Petrol,yes,1991,25
6463,Volkswagen,13000.0,van,178,Diesel,yes,2007,9
6464,Mercedes-Benz,2650.0,sedan,30,Gas,yes,1985,31
6469,Mercedes-Benz,35500.0,sedan,137,Diesel,yes,2011,5
6475,Mercedes-Benz,5000.0,van,400,Diesel,yes,1998,18
6479,Toyota,22900.0,sedan,84,Petrol,yes,2012,4
6480,Toyota,48000.0,crossover,59,Diesel,yes,2014,2
6485,Toyota,39900.0,crossover,11,Petrol,yes,2013,3
6488,Volkswagen,6700.0,van,300,Diesel,yes,2000,16
6490,Volkswagen,8700.0,van,244,Diesel,yes,2001,15
6492,Volkswagen,4850.0,vagon,300,Diesel,yes,1998,18
6497,BMW,9000.0,sedan,175,Petrol,no,2006,10
6502,BMW,2200.0,sedan,460,Diesel,yes,1988,28
6504,Volkswagen,8200.0,hatch,164,Petrol,yes,2008,8
6505,Mercedes-Benz,18800.0,sedan,320,Petrol,yes,1998,18
6506,Mercedes-Benz,8000.0,van,280,Diesel,yes,2005,11
6508,Mercedes-Benz,22600.0,crossover,165,Diesel,yes,2007,9
6512,Volkswagen,1200.0,other,300,Gas,yes,2000,16
6514,VAZ,2500.0,sedan,1,Petrol,yes,1993,23
6518,Mercedes-Benz,24300.0,sedan,150,Gas,yes,2008,8
6521,Mercedes-Benz,12900.0,hatch,130,Petrol,yes,2007,9
6526,Mercedes-Benz,28500.0,sedan,90,Petrol,yes,2007,9
6528,BMW,137000.0,crossover,2,Petrol,yes,2016,0
6530,VAZ,1300.0,sedan,10,Petrol,yes,1989,27
6531,BMW,7777.0,other,375,Diesel,yes,2000,16
6532,VAZ,1800.0,hatch,230,Petrol,yes,1991,25
6534,Volkswagen,23999.0,sedan,1,Diesel,yes,2016,0
6536,BMW,10500.0,hatch,220,Petrol,yes,2005,11
6540,Toyota,30500.0,sedan,7,Gas,yes,2015,1
6541,BMW,16400.0,sedan,187,Gas,yes,2007,9
6547,BMW,3499.0,sedan,101,Petrol,yes,1990,26
6549,Volkswagen,1800.0,other,280,Diesel,no,1997,19
6551,BMW,18500.0,sedan,114,Gas,yes,2008,8
6555,VAZ,5900.0,crossover,61,Gas,yes,2003,13
6558,Toyota,33950.0,other,65,Petrol,yes,2013,3
6559,VAZ,2300.0,sedan,126,Petrol,yes,2004,12
6560,BMW,36900.0,sedan,81,Diesel,yes,2010,6
6562,VAZ,2650.0,hatch,150,Petrol,yes,2006,10
6570,Mercedes-Benz,11850.0,van,177,Diesel,yes,2011,5
6577,BMW,2200.0,sedan,290,Gas,yes,1997,19
6580,BMW,17300.0,sedan,180,Diesel,yes,2007,9
6583,Toyota,36700.0,crossover,43,Diesel,yes,2012,4
6585,Volkswagen,10900.0,van,185,Diesel,yes,2009,7
6586,Toyota,8950.0,hatch,118,Petrol,yes,2008,8
6588,Volkswagen,9900.0,hatch,156,Petrol,yes,2007,9
6589,Volkswagen,9900.0,other,181,Diesel,yes,2012,4
6590,Volkswagen,3650.0,sedan,300,Petrol,yes,1996,20
6595,Mercedes-Benz,2600.0,van,280,Diesel,no,1997,19
6597,Mercedes-Benz,21500.0,crossover,148,Petrol,yes,2008,8
6599,Volkswagen,23999.0,sedan,88,Other,yes,2012,4
6608,Mercedes-Benz,99999.0,crossover,30,Petrol,yes,2013,3
6610,Mercedes-Benz,62999.0,crossover,0,Diesel,yes,2016,0
6612,BMW,7800.0,sedan,310,Gas,yes,2000,16
6614,BMW,32900.0,crossover,90,Petrol,yes,2008,8
6616,Mercedes-Benz,26900.0,sedan,150,Petrol,yes,2008,8
6618,VAZ,2200.0,hatch,70,Petrol,yes,1991,25
6622,BMW,36500.0,sedan,33,Diesel,yes,2014,2
6628,BMW,19900.0,other,95,Petrol,yes,2005,11
6629,BMW,27900.0,sedan,38,Petrol,yes,2013,3
6630,Volkswagen,40500.0,crossover,37,Diesel,yes,2012,4
6632,Mercedes-Benz,57000.0,sedan,61,Petrol,yes,2012,4
6633,BMW,23500.0,crossover,140,Petrol,yes,2008,8
6636,Toyota,11700.0,sedan,145,Petrol,yes,2007,9
6640,Volkswagen,74000.0,crossover,1,Diesel,yes,2015,1
6644,Toyota,21600.0,sedan,66,Petrol,yes,2011,5
6648,Toyota,13900.0,sedan,102,Gas,yes,2008,8
6650,Mercedes-Benz,33000.0,crossover,109,Diesel,yes,2012,4
6651,Toyota,13500.0,sedan,139,Gas,yes,2008,8
6652,Volkswagen,21000.0,crossover,130,Diesel,yes,2008,8
6653,Toyota,18700.0,crossover,250,Gas,yes,2004,12
6666,VAZ,4450.0,sedan,79,Gas,yes,2012,4
6667,Mercedes-Benz,2300.0,sedan,261,Gas,yes,1978,38
6669,Volkswagen,15700.0,sedan,110,Petrol,yes,2011,5
6671,Mercedes-Benz,34900.0,crossover,64,Diesel,yes,2013,3
6672,Mercedes-Benz,14900.0,other,195,Gas,yes,1999,17
6676,Toyota,22500.0,sedan,12,Petrol,yes,2014,2
6679,BMW,8700.0,other,212,Diesel,no,2004,12
6680,VAZ,1950.0,sedan,103,Other,yes,1990,26
6684,Volkswagen,8800.0,van,193,Diesel,yes,2005,11
6685,Mercedes-Benz,8000.0,crossover,314,Gas,yes,2000,16
6686,Toyota,47500.0,crossover,45,Diesel,yes,2014,2
6689,Mercedes-Benz,23500.0,sedan,200,Petrol,yes,2008,8
6693,Volkswagen,3100.0,sedan,232,Diesel,no,2001,15
6695,Volkswagen,3300.0,vagon,193,Diesel,no,2003,13
6696,Volkswagen,2800.0,hatch,140,Petrol,no,2002,14
6697,Mercedes-Benz,15000.0,sedan,240,Petrol,yes,2004,12
6703,Toyota,17700.0,sedan,30,Petrol,yes,2014,2
6704,BMW,2850.0,sedan,386,Gas,yes,1988,28
6705,Mercedes-Benz,51500.0,other,75,Petrol,yes,2009,7
6706,VAZ,1350.0,sedan,113,Petrol,yes,1986,30
6708,Mercedes-Benz,14899.0,other,209,Diesel,yes,2006,10
6711,VAZ,1399.0,sedan,139,Petrol,yes,1997,19
6713,VAZ,3150.0,hatch,141,Gas,yes,2006,10
6718,VAZ,3650.0,sedan,82,Petrol,yes,2008,8
6719,BMW,6100.0,sedan,205,Petrol,yes,2001,15
6720,Toyota,7900.0,hatch,56,Gas,yes,2011,5
6721,VAZ,3400.0,sedan,200,Gas,yes,2006,10
6724,BMW,72900.0,crossover,16,Diesel,yes,2015,1
6725,Toyota,30600.0,crossover,39,Diesel,yes,2014,2
6726,Mercedes-Benz,105000.0,crossover,1,Diesel,yes,2016,0
6731,Volkswagen,8100.0,sedan,198,Petrol,yes,2007,9
6734,Volkswagen,7500.0,hatch,132,Diesel,yes,2006,10
6735,Toyota,36500.0,crossover,2,Diesel,yes,2014,2
6739,Volkswagen,8750.0,van,200,Diesel,yes,2006,10
6743,Toyota,12400.0,sedan,135,Gas,yes,2007,9
6745,BMW,8900.0,sedan,234,Gas,yes,1999,17
6747,BMW,11700.0,sedan,316,Diesel,yes,2001,15
6748,Mercedes-Benz,5000.0,van,400,Diesel,yes,1999,17
6753,Mercedes-Benz,22500.0,sedan,213,Diesel,yes,2012,4
6754,BMW,2050.0,vagon,300,Diesel,no,1997,19
6755,Toyota,5900.0,crossover,180,Diesel,no,2003,13
6756,BMW,4000.0,sedan,335,Diesel,no,1999,17
6759,Mercedes-Benz,25000.0,sedan,130,Petrol,yes,2007,9
6763,Volkswagen,44600.0,crossover,60,Diesel,yes,2013,3
6764,Volkswagen,10500.0,van,312,Diesel,yes,1998,18
6767,BMW,58500.0,crossover,80,Diesel,yes,2013,3
6770,BMW,58500.0,crossover,80,Diesel,yes,2013,3
6771,Mercedes-Benz,11777.0,other,300,Gas,yes,2001,15
6775,BMW,3600.0,sedan,221,Diesel,no,2002,14
6776,VAZ,3000.0,crossover,28,Petrol,yes,1990,26
6779,Mercedes-Benz,5600.0,vagon,355,Diesel,yes,1996,20
6781,BMW,18000.0,crossover,280,Diesel,yes,2005,11
6786,Mercedes-Benz,7000.0,sedan,300,Gas,yes,2000,16
6790,Volkswagen,2500.0,sedan,324,Diesel,yes,1984,32
6796,Volkswagen,2900.0,van,433,Diesel,no,1995,21
6798,VAZ,3250.0,hatch,70,Petrol,yes,2008,8
6801,Toyota,135000.0,crossover,1,Diesel,yes,2011,5
6806,Volkswagen,22200.0,hatch,51,Petrol,yes,2013,3
6808,Volkswagen,7300.0,van,142,Diesel,yes,2006,10
6810,Mercedes-Benz,27500.0,crossover,152,Petrol,yes,2007,9
6812,Volkswagen,12900.0,van,176,Diesel,yes,2008,8
6818,BMW,5900.0,hatch,243,Petrol,no,2006,10
6820,VAZ,3499.0,sedan,70,Petrol,yes,2007,9
6821,VAZ,4600.0,hatch,54,Petrol,yes,2011,5
6828,Volkswagen,11800.0,other,200,Diesel,yes,2007,9
6829,Mercedes-Benz,16500.0,sedan,280,Petrol,yes,2004,12
6830,Mercedes-Benz,115555.0,crossover,39,Diesel,yes,2015,1
6835,Toyota,28700.0,crossover,92,Gas,yes,2012,4
6837,BMW,1400.0,sedan,260,Petrol,no,1996,20
6840,BMW,22600.0,crossover,69,Petrol,no,2013,3
6847,Volkswagen,5300.0,sedan,270,Gas,yes,1997,19
6848,Volkswagen,9900.0,van,300,Diesel,yes,2007,9
6853,Toyota,13900.0,sedan,102,Gas,yes,2008,8
6854,VAZ,2400.0,hatch,1,Petrol,yes,1990,26
6855,VAZ,4100.0,sedan,14,Gas,yes,2007,9
6856,Toyota,16000.0,sedan,89,Other,yes,2011,5
6857,VAZ,750.0,sedan,999,Petrol,yes,1984,32
6859,Toyota,9500.0,hatch,103,Petrol,yes,2008,8
6864,Toyota,35999.0,crossover,102,Petrol,yes,2011,5
6865,Toyota,3100.0,hatch,283,Petrol,yes,1994,22
6866,Mercedes-Benz,7900.0,van,234,Diesel,yes,2002,14
6867,Volkswagen,18000.0,vagon,18,Diesel,yes,2011,5
6868,BMW,16700.0,crossover,260,Petrol,yes,2003,13
6869,VAZ,5799.0,vagon,62,Gas,yes,2011,5
6870,Toyota,12750.0,hatch,164,Diesel,yes,2012,4
6871,Volkswagen,12750.0,vagon,130,Gas,yes,2010,6
6876,VAZ,3100.0,hatch,147,Petrol,yes,2009,7
6877,Mercedes-Benz,29500.0,crossover,55,Diesel,no,2013,3
6878,Toyota,11990.0,sedan,129,Petrol,yes,2007,9
6889,Mercedes-Benz,55000.0,crossover,127,Petrol,yes,2008,8
6890,Volkswagen,4900.0,sedan,500,Diesel,yes,1995,21
6894,BMW,16100.0,crossover,194,Diesel,yes,2004,12
6895,Mercedes-Benz,7777.0,sedan,270,Gas,yes,1996,20
6897,Volkswagen,9900.0,other,171,Diesel,yes,2011,5
6899,Volkswagen,3500.0,hatch,250,Diesel,no,2000,16
6902,BMW,46800.0,sedan,33,Diesel,yes,2014,2
6903,Mercedes-Benz,9300.0,van,159,Diesel,yes,2010,6
6906,BMW,15400.0,vagon,179,Diesel,yes,2007,9
6916,Mercedes-Benz,8500.0,sedan,388,Gas,yes,2000,16
6918,VAZ,1500.0,hatch,60,Petrol,yes,1991,25
6920,BMW,7400.0,sedan,285,Gas,yes,1997,19
6923,Volkswagen,2500.0,sedan,488,Petrol,yes,1991,25
6924,Volkswagen,4600.0,hatch,1,Gas,yes,1996,20
6925,BMW,12700.0,hatch,130,Petrol,yes,2007,9
6929,Mercedes-Benz,6700.0,van,310,Diesel,yes,2001,15
6934,Volkswagen,6650.0,van,223,Diesel,yes,2007,9
6939,Mercedes-Benz,12250.0,van,300,Diesel,yes,2007,9
6945,Volkswagen,7500.0,sedan,272,Gas,yes,2002,14
6951,Toyota,21800.0,crossover,63,Petrol,yes,2013,3
6953,Mercedes-Benz,11800.0,sedan,215,Petrol,yes,2003,13
6954,BMW,12800.0,sedan,194,Gas,yes,2002,14
6956,Mercedes-Benz,13000.0,sedan,191,Petrol,yes,2005,11
6958,Mercedes-Benz,137000.0,crossover,82,Petrol,yes,2014,2
6960,Volkswagen,4999.0,hatch,300,Diesel,yes,1999,17
6964,Mercedes-Benz,21000.0,crossover,208,Petrol,yes,2007,9
6969,Mercedes-Benz,56800.0,sedan,74,Petrol,yes,2010,6
6973,Mercedes-Benz,42500.0,sedan,100,Petrol,yes,2011,5
6974,BMW,3500.0,hatch,1,Petrol,yes,2006,10
6976,Volkswagen,4200.0,sedan,1,Petrol,yes,2012,4
